word,word_count,mean_sent_length,final_count,solo_count
Ramoncito,1.0,2.0,1.0,0.0
hipopotamo,12.0,6.08333333333,10.0,1.0
Tac,1.0,9.0,0.0,0.0
Tan,8.0,4.75,0.0,0.0
Tai,6.0,2.33333333333,2.0,2.0
bajes,17.0,8.23529411765,3.0,0.0
rodajas,1.0,23.0,0.0,0.0
entrevisté,3.0,8.66666666667,0.0,0.0
adorno,29.0,6.75862068966,16.0,0.0
Silvia,237.0,6.43459915612,112.0,11.0
platiqué,1.0,3.0,1.0,0.0
adorne,1.0,12.0,0.0,0.0
titotó,1.0,2.0,0.0,0.0
buuu,2.0,3.0,2.0,1.0
preciosísimo,2.0,10.0,1.0,0.0
chi+chi,1.0,9.0,0.0,0.0
paraxiños,1.0,8.0,1.0,0.0
cumpleaños,534.0,8.36891385768,252.0,10.0
chapuzando,1.0,4.0,0.0,0.0
corazon,9.0,6.88888888889,4.0,1.0
machó,2.0,13.0,1.0,0.0
cuernos,120.0,6.78333333333,56.0,7.0
tiritando,1.0,10.0,0.0,0.0
decíamos,4.0,6.25,2.0,0.0
ricerontes,1.0,16.0,0.0,0.0
cultivar,1.0,11.0,0.0,0.0
vacías,4.0,8.5,3.0,0.0
bariga,2.0,6.0,2.0,0.0
Me,1.0,5.0,0.0,0.0
ziento,1.0,4.0,0.0,0.0
Ma,2.0,2.5,1.0,0.0
Pamplona,10.0,5.5,7.0,0.0
Mo,1.0,4.0,1.0,0.0
Mi,5.0,9.2,1.0,0.0
uff,14.0,8.78571428571,2.0,0.0
descalzaste,1.0,5.0,1.0,0.0
cuidadora,2.0,9.0,1.0,0.0
puxeches,3.0,6.66666666667,0.0,0.0
aluminio,1.0,4.0,0.0,0.0
catsa,1.0,2.0,1.0,0.0
molita,1.0,1.0,1.0,1.0
serpentes,1.0,14.0,1.0,0.0
Jony,4.0,6.0,1.0,0.0
apuntó,4.0,6.25,2.0,0.0
gratitos,1.0,4.0,1.0,0.0
díselo,94.0,6.85106382979,26.0,7.0
dóndete,1.0,5.0,0.0,0.0
tiángulo,1.0,1.0,1.0,1.0
tobogán,441.0,6.48979591837,290.0,9.0
ladera,1.0,5.0,1.0,0.0
que+llueva,6.0,3.33333333333,3.0,0.0
tortuguita,16.0,6.6875,15.0,0.0
cuanta,15.0,5.26666666667,1.0,0.0
pelelitas,1.0,3.0,1.0,0.0
paquetines,1.0,7.0,0.0,0.0
lalalala,1.0,2.0,1.0,0.0
John_Smith,2.0,2.5,2.0,0.0
cuanto,110.0,8.85454545455,5.0,3.0
quejándo,1.0,5.0,0.0,0.0
tiñan,2.0,15.0,0.0,0.0
ladito,4.0,9.25,1.0,0.0
mezcló,2.0,11.0,1.0,0.0
delfún,1.0,2.0,1.0,0.0
tiñas,8.0,6.625,1.0,0.0
esvestindo,1.0,3.0,1.0,0.0
conduciré,1.0,2.0,1.0,0.0
pinta,329.0,5.64741641337,121.0,4.0
cerditoz,1.0,7.0,1.0,0.0
apostar,1.0,8.0,0.0,0.0
mejoró,2.0,6.0,2.0,0.0
vámoslle,3.0,9.0,0.0,0.0
vámosllo,1.0,13.0,0.0,0.0
chorades,1.0,20.0,1.0,0.0
bastante,110.0,5.93636363636,59.0,14.0
disfraces,5.0,8.6,2.0,0.0
absoluta,2.0,9.5,0.0,0.0
Trasar,2.0,6.5,1.0,0.0
colocar,88.0,8.84090909091,16.0,0.0
colocas,35.0,6.4,15.0,0.0
Munch,1.0,5.0,0.0,0.0
lechita,42.0,5.78571428571,21.0,2.0
escalador,1.0,12.0,0.0,0.0
colocan,7.0,6.42857142857,2.0,0.0
Pimpón,20.0,4.15,11.0,7.0
colocad,1.0,9.0,0.0,0.0
uvitas,2.0,3.5,2.0,0.0
prínci,1.0,4.0,0.0,0.0
atan,2.0,12.0,1.0,0.0
pobrecica,2.0,6.5,0.0,0.0
acérca,6.0,3.5,0.0,0.0
montando,27.0,6.59259259259,6.0,0.0
risas,17.0,5.58823529412,11.0,0.0
enteraron,1.0,7.0,0.0,0.0
atar,13.0,9.84615384615,2.0,0.0
leímos,1.0,10.0,0.0,0.0
manazas,1.0,9.0,0.0,0.0
conscious,1.0,3.0,1.0,0.0
venirte,3.0,6.66666666667,0.0,0.0
gustarìa,3.0,12.3333333333,0.0,0.0
cosiera,3.0,7.33333333333,0.0,0.0
mango,8.0,5.0,2.0,0.0
mezcle,1.0,4.0,1.0,0.0
mezcla,10.0,8.5,1.0,0.0
manga,20.0,9.95,7.0,0.0
burlaría,1.0,14.0,0.0,0.0
pía,2.0,3.0,0.0,0.0
plantitas,8.0,7.125,4.0,0.0
pío,90.0,4.22222222222,38.0,6.0
ayunan,2.0,12.5,2.0,0.0
abdominales,5.0,17.0,0.0,0.0
tula,1.0,6.0,0.0,0.0
jia,1.0,10.0,0.0,0.0
faves,2.0,4.0,0.0,0.0
jii,105.0,1.0,105.0,105.0
arrepientas,1.0,15.0,0.0,0.0
mudillo,1.0,10.0,0.0,0.0
lagartos,7.0,5.57142857143,5.0,0.0
crédito,1.0,4.0,1.0,0.0
sorteo,2.0,8.5,1.0,0.0
temes,1.0,3.0,1.0,0.0
shhh,2.0,5.5,0.0,0.0
pesados,2.0,14.0,1.0,0.0
Villa,1.0,4.0,1.0,0.0
pirañas,1.0,6.0,0.0,0.0
Leganés,2.0,13.0,1.0,0.0
Coca_cola,3.0,11.6666666667,0.0,0.0
riñan,1.0,3.0,1.0,0.0
hostia,2.0,2.5,1.0,0.0
dido,1.0,14.0,0.0,0.0
Falbalá,1.0,3.0,0.0,0.0
Joaquin,1.0,5.0,1.0,0.0
peleáis,1.0,7.0,0.0,0.0
Raulete,1.0,2.0,1.0,0.0
combinaban,1.0,8.0,0.0,0.0
